country	year	hbv_deaths_num	hbv_diagnosed_num	hbv_diagnosis_rate_pct	hbv_livingwith_num	hbv_new_infections_num	hbv_prevalence_hbsag_pct	hbv_prevalence_pct	hbv_treatment_num	hbv_treatment_rate_diagnosed_pct	hbv_treatment_rate_infected_pct	hbv_vaccine_hepb3_coverage_pct	hcv_deaths_num	hcv_diagnosed_num	hcv_diagnosis_rate_pct	hcv_livingwith_num	hcv_new_infections_num	hcv_prevalence_pct	hcv_treatment_cumulative_num	hcv_treatment_rate_diagnosed_pct
MRT	2020						7.185					81.0								
MRT	2021											77.0								
MRT	2022	1856.0	1969.0	0.0	433528.0	1938.0		9.2	143.0	7.0	0.0	85.0	150.0	2635.0	9.0	35557.0	782.0	0.7	476.0	15.0
MRT	2023											90.0								
MRT	2024											86.0								
MUS	2000											88.0								
MUS	2001											92.0								
MUS	2002											88.0								
MUS	2003											97.0								
MUS	2004											98.0								
MUS	2005											97.0								
MUS	2006											97.0								
MUS	2007											97.0								
MUS	2008											99.0								
MUS	2009											99.0								
MUS	2010											99.0								
MUS	2011											98.0								
MUS	2012											98.0								
MUS	2013											98.0								
MUS	2014											97.0								
MUS	2015						1.25					97.0								
MUS	2016											72.0								
MUS	2017											96.0								
MUS	2018											97.0								
MUS	2019											97.0								
MUS	2020						1.225					96.0								
MUS	2021											94.0								
MUS	2022	253.0	7901.0	12.0	67789.0	433.0		5.2	256.0	3.0	0.0	95.0	36.0	971.0	17.0	7136.0	167.0	0.6	332.0	26.0
MUS	2023											96.0								
MUS	2024											93.0								
MWI	2000											0.0								
MWI	2001											0.0								
MWI	2002											64.0								
MWI	2003											84.0								
MWI	2004											89.0								
MWI	2005											93.0								
MWI	2006											99.0								
MWI	2007											87.0								
MWI	2008											91.0								
MWI	2009											93.0								
MWI	2010											93.0								
MWI	2011											97.0								
MWI	2012											96.0								
MWI	2013											89.0								
MWI	2014											91.0								
MWI	2015						4.95					88.0								
MWI	2016											84.0								
MWI	2017											88.0								
MWI	2018											92.0								
MWI	2019											95.0								
MWI	2020						3.2649999999999997					94.0								
MWI	2021											93.0								
MWI	2022	2539.0	41265.0	7.0	560872.0	2680.0		2.7	3119.0	8.0	1.0	86.0	500.0	16361.0	16.0	136081.0	2855.0	0.7	7221.0	31.0
MWI	2023											91.0								
MWI	2024											91.0								
MYS	2000											97.0								
MYS	2001											95.0								
MYS	2002											95.0								
MYS	2003											95.0								
MYS	2004											94.0								
MYS	2005											96.0								
MYS	2006											95.0								
MYS	2007											96.0								
MYS	2008											97.0								
MYS	2009											96.0								
MYS	2010											96.0								
MYS	2011											96.0								
MYS	2012											97.0								
MYS	2013											96.0								
MYS	2014											96.0								
MYS	2015						0.65					99.0								
MYS	2016											98.0								
MYS	2017											98.0								
MYS	2018											99.0								
MYS	2019											97.0								
MYS	2020						0.635					99.0								
MYS	2021											94.0								
MYS	2022	109.0	34755.0	9.0	396690.0	5230.0		1.7	14846.0	43.0	4.0	96.0	713.0	36989.0	10.0	516676.0	1568.0	0.2	18220.0	34.0
MYS	2023											95.0								
MYS	2024											93.0								
NAM	2000											0.0								
NAM	2001											0.0								
NAM	2002											0.0								
NAM	2003											0.0								
NAM	2004											0.0								
NAM	2005											0.0								
NAM	2006											0.0								
NAM	2007											0.0								
NAM	2008											0.0								
NAM	2009											0.0								
NAM	2010											83.0								
NAM	2011											82.0								
NAM	2012											84.0								
NAM	2013											89.0								
NAM	2014											88.0								
NAM	2015						1.4500000000000002					92.0								
NAM	2016											85.0								
NAM	2017											88.0								
NAM	2018											89.0								
NAM	2019											87.0								
NAM	2020						2.96					93.0								
NAM	2021											94.0								
NAM	2022	471.0	22413.0	16.0	142736.0	630.0		5.6	199.0	1.0	0.0	84.0	92.0	2428.0	24.0	10406.0	141.0	0.4	74.0	3.0
NAM	2023											83.0								
NAM	2024											74.0								
NER	2000											0.0								
NER	2001											0.0								
NER	2002											0.0								
NER	2003											0.0								
NER	2004											0.0								
NER	2005											0.0								
NER	2006											0.0								
NER	2007											0.0								
NER	2008											0.0								
NER	2009											71.0								
NER	2010											70.0								
NER	2011											75.0								
NER	2012											73.0								
NER	2013											75.0								
NER	2014											82.0								
NER	2015						8.8					84.0								
NER	2016											80.0								
NER	2017											85.0								
NER	2018											79.0								
NER	2019											81.0								
NER	2020						7.1499999999999995					81.0								
NER	2021											82.0								
NER	2022	10359.0	28588.0	1.0	2640230.0	43850.0		10.1	1703.0	6.0	0.0	84.0	830.0	13991.0	8.0	198612.0	4313.0	0.7	2846.0	17.0
NER	2023											85.0								
NER	2024											86.0								
NGA	2000											0.0								
NGA	2001											0.0								
NGA	2002											0.0								
NGA	2003											0.0								
NGA	2004											8.0								
NGA	2005											18.0								
NGA	2006											27.0								
NGA	2007											42.0								
NGA	2008											53.0								
NGA	2009											63.0								
NGA	2010											49.0								
NGA	2011											45.0								
NGA	2012											42.0								
NGA	2013											43.0								
NGA	2014											43.0								
NGA	2015						4.05					42.0								
NGA	2016											53.0								
NGA	2017											55.0								
NGA	2018											61.0								
NGA	2019											66.0								
NGA	2020						4.305					62.0								
NGA	2021											61.0								
NGA	2022	46144.0	81030.0	1.0	14384770.0	299334.0		6.6	7834.0	10.0	0.0	59.0	5652.0	52801.0	5.0	1349056.0	27596.0	0.6	9311.0	15.0
NGA	2023											67.0								
NGA	2024											67.0								
NIC	2015						0.25													
NIC	2020						0.285													
NIC	2022	322.0	3530.0	7.0	51643.0	80.0		0.7	191.0	5.0	0.0		230.0	4794.0	15.0	37632.0	413.0	0.5	1105.0	19.0
NIU	2000											99.0								
NIU	2001											99.0								
NIU	2002											99.0								
NIU	2003											95.0								
NIU	2004											99.0								
NIU	2005											86.0								
NIU	2006											99.0								
NIU	2007											99.0								
NIU	2008											99.0								
NIU	2009											99.0								
NIU	2010											99.0								
NIU	2011											99.0								
NIU	2012											99.0								
NIU	2013											99.0								
NIU	2014											99.0								
NIU	2015						1.0					99.0								
NIU	2016											99.0								
NIU	2017											99.0								
NIU	2018											99.0								
NIU	2019											99.0								
NIU	2020						3.45					99.0								
NIU	2021											99.0								
NIU	2022	0.0	6.0	6.0	111.0	1.0		5.8	0.0	2.0	0.0	99.0	0.0	2.0	10.0	19.0	1.0	1.0	0.0	0.0
NIU	2023											99.0								
NIU	2024											99.0								
NLD	2000											0.0								
NLD	2001											0.0								
NLD	2002											0.0								
NLD	2003											0.0								
NLD	2004											0.0								
NLD	2005											0.0								
NLD	2006											0.0								
NLD	2007											0.0								
NLD	2008											0.0								
NLD	2009											0.0								
NLD	2010											0.0								
NLD	2011											20.0								
NLD	2012											20.0								
NLD	2013											51.0								
NLD	2014											95.0								
NLD	2015						0.05					94.0								
NLD	2016											93.0								
NLD	2017											92.0								
NLD	2018											92.0								
NLD	2019											92.0								
NLD	2020						0.26					93.0								
NLD	2021											93.0								
NLD	2022			0.0	48756.0			0.3	4750.0		10.0	88.0				6183.0		0.0	7964.0	
NLD	2023											86.0								
NLD	2024											89.0								
NOR	2000											0.0								
NOR	2001											0.0								
NOR	2002											0.0								
NOR	2003											0.0								
NOR	2004											0.0								
NOR	2005											0.0								
NOR	2006											0.0								
NOR	2007											0.0								
NOR	2008											0.0								
NOR	2009											0.0								
NOR	2010											0.0								
NOR	2011											0.0								
NOR	2012											0.0								
NOR	2013											0.0								
NOR	2014											0.0								
NOR	2015						0.0					0.0								
NOR	2016											0.0								
NOR	2017											0.0								
NOR	2018											0.0								
NOR	2019											96.0								
NOR	2020						0.02					97.0								
NOR	2021											96.0								
NOR	2022	53.0	115000.0	100.0	16375.0	4.0		0.3	1354.0	1.0	8.0	96.0	2.0	4029.0	82.0	9164.0	50.0	0.2	20787.0	87.0
NOR	2023											96.0								
NOR	2024											96.0								
NPL	2000											0.0								
NPL	2001											0.0								
NPL	2002											0.0								
NPL	2003											2.0								
NPL	2004											27.0								
NPL	2005											41.0								
NPL	2006											69.0								
NPL	2007											82.0								
NPL	2008											82.0								
NPL	2009											89.0								
NPL	2010											82.0								
NPL	2011											92.0								
NPL	2012											90.0								
NPL	2013											92.0								
NPL	2014											92.0								
NPL	2015						0.6					91.0								
NPL	2016											87.0								
NPL	2017											90.0								
NPL	2018											91.0								
NPL	2019											93.0								
NPL	2020						0.48500000000000004					84.0								
NPL	2021											91.0								
NPL	2022	594.0	28655.0	8.0	359298.0	2023.0		1.2	1157.0	4.0	0.0	90.0	331.0	16134.0	13.0	153690.0	4799.0	0.4	5230.0	25.0
NPL	2023											94.0								
NPL	2024											97.0								
NRU	2000											58.0								
NRU	2001											95.0								
NRU	2002											75.0								
NRU	2003											77.0								
NRU	2004											78.0								
NRU	2005											80.0								
NRU	2006											99.0								
NRU	2007											99.0								
NRU	2008											99.0								
NRU	2009											99.0								
NRU	2010											99.0								
NRU	2011											99.0								
NRU	2012											79.0								
NRU	2013											87.0								
NRU	2014											95.0								
NRU	2015						7.1499999999999995					91.0								
NRU	2016											97.0								
NRU	2017											87.0								
NRU	2018											90.0								
NRU	2019											96.0								
NRU	2020						5.75					95.0								
NRU	2021											98.0								
NRU	2022	3.0	42.0		730.0	9.0		5.8	1.0	2.0	0.0	97.0	0.0	12.0	10.0	126.0	3.0	1.0	0.0	0.0
NRU	2023											97.0								
NRU	2024											97.0								
NZL	2000											90.0								
NZL	2001											90.0								
NZL	2002											89.0								
NZL	2003											89.0								
NZL	2004											88.0								
NZL	2005											87.0								
NZL	2006											87.0								
NZL	2007											88.0								
NZL	2008											90.0								
NZL	2009											93.0								
NZL	2010											90.0								
NZL	2011											95.0								
NZL	2012											93.0								
NZL	2013											93.0								
NZL	2014											93.0								
NZL	2015						2.15					92.0								
NZL	2016											92.0								
NZL	2017											94.0								
NZL	2018											93.0								
NZL	2019											92.0								
NZL	2020						2.05					92.0								
NZL	2021											90.0								
NZL	2022	609.0	58164.0	67.0	86603.0	18.0			6136.0	11.0	7.0	89.0	276.0	24679.0	69.0	40418.0	586.0	0.4	10595.0	30.0
NZL	2023											88.0								
NZL	2024											89.0								
OMN	2000											99.0								
OMN	2001											99.0								
OMN	2002											99.0								
OMN	2003											99.0								
OMN	2004											99.0								
OMN	2005											99.0								
OMN	2006											99.0								
OMN	2007											99.0								
OMN	2008											99.0								
OMN	2009											98.0								
OMN	2010											99.0								
OMN	2011											99.0								
OMN	2012											98.0								
OMN	2013											98.0								
OMN	2014											99.0								
OMN	2015						1.8					99.0								
OMN	2016											99.0								
OMN	2017											99.0								
OMN	2018											99.0								
OMN	2019											99.0								
OMN	2020						1.6099999999999999					99.0								
OMN	2021											99.0								
OMN	2022	185.0	9241.0	8.0	112358.0	74.0		2.5	500.0	5.0	0.0	99.0	48.0	2600.0	29.0	15679.0	398.0	0.3	3012.0	55.0
OMN	2023											99.0								
OMN	2024											99.0								
PAK	2000											0.0								
PAK	2001											0.0								
PAK	2002											0.0								
PAK	2003											62.0								
PAK	2004											62.0								
PAK	2005											65.0								
PAK	2006											60.0								
PAK	2007											54.0								
PAK	2008											53.0								
PAK	2009											52.0								
PAK	2010											52.0								
PAK	2011											63.0								
PAK	2012											64.0								
PAK	2013											65.0								
PAK	2014											69.0								
PAK	2015						4.199999999999999					72.0								
PAK	2016											75.0								
PAK	2017											75.0								
PAK	2018											80.0								
PAK	2019											84.0								
PAK	2020						1.96					80.0								
PAK	2021											83.0								
PAK	2022	10260.0	1103325.0	29.0	3796372.0	15068.0		1.6	130870.0	12.0	3.0	85.0	50000.0	1902877.0	36.0	8790812.0	110000.0	4.1	2108863.0	54.0
PAK	2023											86.0								
PAK	2024											87.0								
PAN	2000											0.0								
PAN	2001											98.0								
PAN	2002											98.0								
PAN	2003											98.0								
PAN	2004											95.0								
PAN	2005											92.0								
PAN	2006											88.0								
PAN	2007											85.0								
PAN	2008											86.0								
PAN	2009											85.0								
PAN	2010											94.0								
PAN	2011											87.0								
PAN	2012											85.0								
PAN	2013											80.0								
PAN	2014											80.0								
PAN	2015						0.75					73.0								
PAN	2016											86.0								
PAN	2017											81.0								
PAN	2018											88.0								
PAN	2019											88.0								
PAN	2020						0.62					74.0								
PAN	2021											87.0								
PAN	2022	44.0	3760.0	29.0	13132.0	21.0		0.3	124.0	3.0	1.0	82.0	71.0	237.0	2.0	14397.0	371.0	0.3	31.0	11.0
PAN	2023											71.0								
PAN	2024											72.0								
PER	2000											0.0								
PER	2001											0.0								
PER	2002											0.0								
PER	2003											65.0								
PER	2004											92.0								
PER	2005											94.0								
PER	2006											94.0								
PER	2007											93.0								
PER	2008											93.0								
PER	2009											93.0								
PER	2010											93.0								
PER	2011											91.0								
PER	2012											95.0								
PER	2013											88.0								
PER	2014											88.0								
PER	2015						0.85					90.0								
PER	2016											90.0								
PER	2017											89.0								
PER	2018											89.0								
PER	2019											88.0								
PER	2020						0.61					72.0								
PER	2021											82.0								
PER	2022	365.0	24943.0	17.0	146893.0	361.0		0.4	2106.0	8.0	1.0	82.0	310.0	2507.0	5.0	57756.0	814.0	0.2	522.0	17.0
PER	2023											84.0								
PER	2024											80.0								
PHL	2000											7.0								
PHL	2001											45.0								
PHL	2002											42.0								
PHL	2003											52.0								
PHL	2004											48.0								
PHL	2005											49.0								
PHL	2006											77.0								
PHL	2007											87.0								
PHL	2008											87.0								
PHL	2009											88.0								
PHL	2010											88.0								
PHL	2011											89.0								
PHL	2012											89.0								
PHL	2013											84.0								
PHL	2014											79.0								
PHL	2015						2.35					74.0								
PHL	2016											84.0								
PHL	2017											83.0								
PHL	2018											83.0								
PHL	2019											82.0								
PHL	2020						1.94					81.0								
PHL	2021											67.0								
PHL	2022	18583.0	632280.0	11.0	5660072.0	31609.0		4.9	11700.0	2.0	0.0	82.0	3001.0	80736.0	19.0	427470.0	8939.0	0.4	2760.0	3.0
PHL	2023											87.0								
PHL	2024											71.0								
PLW	2000											96.0								
PLW	2001											98.0								
PLW	2002											99.0								
PLW	2003											99.0								
PLW	2004											98.0								
PLW	2005											98.0								
PLW	2006											98.0								
PLW	2007											91.0								
PLW	2008											92.0								
PLW	2009											69.0								
PLW	2010											80.0								
PLW	2011											91.0								
PLW	2012											89.0								
PLW	2013											99.0								
PLW	2014											99.0								
PLW	2015						0.7999999999999999					90.0								
PLW	2016											98.0								
PLW	2017											98.0								
PLW	2018											98.0								
PLW	2019											98.0								
PLW	2020						0.4					93.0								
PLW	2021											96.0								
PLW	2022	4.0	59.0		1040.0	13.0		5.8	1.0	2.0	0.0	95.0	1.0	17.0	10.0	180.0	5.0	1.0	0.0	0.0
PLW	2023											98.0								
PLW	2024											99.0								
PNG	2000											57.0								
PNG	2001											59.0								
PNG	2002											60.0								
PNG	2003											67.0								
PNG	2004											60.0								
PNG	2005											63.0								
PNG	2006											69.0								
PNG	2007											58.0								
PNG	2008											55.0								
PNG	2009											64.0								
PNG	2010											55.0								
PNG	2011											58.0								
PNG	2012											57.0								
PNG	2013											59.0								
PNG	2014											52.0								
PNG	2015						3.8000000000000003					49.0								
PNG	2016											46.0								
PNG	2017											36.0								
PNG	2018											35.0								
PNG	2019											35.0								
PNG	2020						3.615					40.0								
PNG	2021											32.0								
PNG	2022	2390.0	28374.0	5.0	593071.0	8545.0		5.8	57.0	0.0	0.0	37.0	462.0	11896.0	12.0	101947.0	2856.0	1.1	0.0	0.0
PNG	2023											35.0								
PNG	2024											42.0								
POL	2000											99.0								
POL	2001											95.0								
POL	2002											98.0								
POL	2003											97.0								
POL	2004											98.0								
POL	2005											98.0								
POL	2006											98.0								
POL	2007											98.0								
POL	2008											98.0								
POL	2009											98.0								
POL	2010											98.0								
POL	2011											98.0								
POL	2012											97.0								
POL	2013											96.0								
POL	2014											96.0								
POL	2015						0.15					96.0								
POL	2016											95.0								
POL	2017											93.0								
POL	2018											91.0								
POL	2019											91.0								
POL	2020						0.195					90.0								
POL	2021											89.0								
POL	2022			0.0	220820.0			0.6	8541.0		4.0	90.0		56850.0		108210.0		0.3	46900.0	
POL	2023											90.0								
POL	2024											87.0								
PRK	2000											0.0								
PRK	2001											0.0								
PRK	2002											0.0								
PRK	2003											27.0								
PRK	2004											98.0								
PRK	2005											92.0								
PRK	2006											96.0								
PRK	2007											92.0								
PRK	2008											92.0								
PRK	2009											93.0								
PRK	2010											93.0								
PRK	2011											94.0								
PRK	2012											96.0								
PRK	2013											93.0								
PRK	2014											93.0								
PRK	2015						2.45					96.0								
PRK	2016											96.0								
PRK	2017											97.0								
PRK	2018											97.0								
PRK	2019											97.0								
PRK	2020						3.305					97.0								
PRK	2021											99.0								
PRK	2022											99.0								
PRK	2023											99.0								
PRK	2024											99.0								
PRT	2000											58.0								
PRT	2001											70.0								
PRT	2002											82.0								
PRT	2003											94.0								
PRT	2004											94.0								
PRT	2005											94.0								
PRT	2006											97.0								
PRT	2007											97.0								
PRT	2008											97.0								
PRT	2009											96.0								
PRT	2010											97.0								
PRT	2011											97.0								
PRT	2012											98.0								
PRT	2013											98.0								
PRT	2014											98.0								
PRT	2015						0.5					98.0								
PRT	2016											98.0								
PRT	2017											98.0								
PRT	2018											98.0								
PRT	2019											98.0								
PRT	2020						0.375					99.0								
PRT	2021											99.0								
PRT	2022			0.0	41527.0			0.4			0.0	99.0				40000.0		0.4	31944.0	
PRT	2023											99.0								
PRT	2024											99.0								
PRY	2000											0.0								
PRY	2001											0.0								
PRY	2002											0.0								
PRY	2003											86.0								
PRY	2004											90.0								
PRY	2005											92.0								
PRY	2006											92.0								
PRY	2007											86.0								
PRY	2008											87.0								
PRY	2009											85.0								
PRY	2010											91.0								
PRY	2011											91.0								
PRY	2012											91.0								
PRY	2013											90.0								
PRY	2014											93.0								
PRY	2015						1.25					92.0								
PRY	2016											92.0								
PRY	2017											91.0								
PRY	2018											88.0								
PRY	2019											86.0								
PRY	2020						1.255					79.0								
PRY	2021											70.0								
PRY	2022	109.0	5280.0	16.0	33914.0	106.0		0.5	40.0	1.0	0.0	69.0	94.0	2870.0	37.0	16989.0	127.0	0.3	5543.0	68.0
PRY	2023											71.0								
PRY	2024											80.0								
PSE	2000											95.0								
PSE	2001											92.0								
PSE	2002											91.0								
PSE	2003											97.0								
PSE	2004											96.0								
PSE	2005											99.0								
PSE	2006											97.0								
PSE	2007											98.0								
PSE	2008											96.0								
PSE	2009											97.0								
PSE	2010											98.0								
PSE	2011											99.0								
PSE	2012											99.0								
PSE	2013											99.0								
PSE	2014											99.0								
PSE	2015											99.0								
PSE	2016											99.0								
PSE	2017											99.0								
PSE	2018											99.0								
PSE	2019											99.0								
PSE	2020						0.675					98.0								
PSE	2021											95.0								
PSE	2022											99.0								
PSE	2023											91.0								
PSE	2024											91.0								
QAT	2000											89.0								
QAT	2001											93.0								
QAT	2002											98.0								
QAT	2003											93.0								
QAT	2004											97.0								
QAT	2005											97.0								
QAT	2006											96.0								
QAT	2007											94.0								
QAT	2008											97.0								
QAT	2009											99.0								
QAT	2010											97.0								
QAT	2011											93.0								
QAT	2012											93.0								
QAT	2013											97.0								
QAT	2014											89.0								
QAT	2015						0.7999999999999999					99.0								
QAT	2016											98.0								
QAT	2017											97.0								
QAT	2018											98.0								
QAT	2019											98.0								
QAT	2020						0.635					89.0								
QAT	2021											98.0								
QAT	2022	91.0	8516.0	28.0	30160.0	51.0		1.1	695.0	8.0	2.0	98.0	84.0	12396.0	33.0	42170.0	1526.0	1.5	2687.0	18.0
QAT	2023											95.0								
QAT	2024											96.0								
ROU	2000											98.0								
ROU	2001											98.0								
ROU	2002											99.0								
ROU	2003											98.0								
ROU	2004											99.0								
ROU	2005											98.0								
ROU	2006											99.0								
ROU	2007											99.0								
ROU	2008											97.0								
ROU	2009											95.0								
ROU	2010											98.0								
ROU	2011											96.0								
ROU	2012											96.0								
ROU	2013											96.0								
ROU	2014											94.0								
ROU	2015						2.75					90.0								
ROU	2016											90.0								
ROU	2017											92.0								
ROU	2018											93.0								
ROU	2019											90.0								
ROU	2020						2.195					87.0								
ROU	2021											86.0								
ROU	2022		942.0	0.0	962571.0			5.1	19594.0	100.0	2.0	85.0		58000.0		136999.0		0.7		
ROU	2023											79.0								
ROU	2024											79.0								
RUS	2000											0.0								
RUS	2001											43.0								
RUS	2002											81.0								
RUS	2003											94.0								
RUS	2004											96.0								
RUS	2005											97.0								
RUS	2006											98.0								
RUS	2007											98.0								
RUS	2008											98.0								
RUS	2009											98.0								
RUS	2010											97.0								
RUS	2011											97.0								
RUS	2012											97.0								
RUS	2013											97.0								
RUS	2014											97.0								
RUS	2015						1.9					97.0								
RUS	2016											97.0								
RUS	2017											97.0								
RUS	2018											97.0								
RUS	2019											97.0								
RUS	2020						1.875					97.0								
RUS	2021											97.0								
RUS	2022	8477.0	496790.0	30.0	1650951.0	9297.0		1.1	2971.0	1.0	0.0	97.0	4927.0	1028538.0	42.0	2663597.0	33877.0	1.9	151181.0	13.0
RUS	2023											97.0								
RUS	2024											97.0								
RWA	2000											0.0								
RWA	2001											0.0								
RWA	2002											88.0								
RWA	2003											96.0								
RWA	2004											89.0								
RWA	2005											95.0								
RWA	2006											99.0								
RWA	2007											97.0								
RWA	2008											97.0								
RWA	2009											97.0								
RWA	2010											97.0								
RWA	2011											97.0								
RWA	2012											98.0								
RWA	2013											98.0								
RWA	2014											98.0								
RWA	2015						3.1					98.0								
RWA	2016											98.0								
RWA	2017											98.0								
RWA	2018											97.0								
RWA	2019											98.0								
RWA	2020						1.415					91.0								
RWA	2021											88.0								
RWA	2022	706.0	138512.0	67.0	207232.0	8115.0		1.6	8258.0	6.0	4.0	98.0	177.0	157276.0	100.0	62170.0	3352.0	0.5	59654.0	28.0
RWA	2023											94.0								
RWA	2024											98.0								
SAU	2000											93.0								
SAU	2001											95.0								
SAU	2002											97.0								
SAU	2003											95.0								
SAU	2004											96.0								
SAU	2005											97.0								
SAU	2006											96.0								
SAU	2007											96.0								
SAU	2008											98.0								
SAU	2009											98.0								
SAU	2010											98.0								
SAU	2011											98.0								
SAU	2012											98.0								
SAU	2013											98.0								
SAU	2014											98.0								
SAU	2015						1.2					98.0								
SAU	2016											98.0								
SAU	2017											98.0								
SAU	2018											97.0								
SAU	2019											96.0								
SAU	2020						0.025					95.0								
SAU	2021											97.0								
SAU	2022	2402.0	60191.0	10.0	575956.0	273.0		0.8	6002.0	10.0	1.0	98.0	292.0	30717.0	43.0	100920.0	1943.0	0.1	24452.0	45.0
SAU	2023											97.0								
SAU	2024											97.0								
SDN	2000											0.0								
SDN	2001											0.0								
SDN	2002											0.0								
SDN	2003											0.0								
SDN	2004											0.0								
SDN	2005											22.0								
SDN	2006											60.0								
SDN	2007											78.0								
SDN	2008											78.0								
SDN	2009											72.0								
SDN	2010											75.0								
SDN	2011											93.0								
SDN	2012											92.0								
SDN	2013											93.0								
SDN	2014											94.0								
SDN	2015						5.2					93.0								
SDN	2016											93.0								
SDN	2017											95.0								
SDN	2018											93.0								
SDN	2019											93.0								
SDN	2020						4.56					90.0								
SDN	2021											84.0								
SDN	2022	3299.0	241093.0	12.0	2019584.0	15376.0		4.3	34121.0	14.0	2.0	84.0	875.0	55684.0	14.0	511036.0	11876.0	1.1	21236.0	28.0
SDN	2023											51.0								
SDN	2024											39.0								
SEN	2000											0.0								
SEN	2001											0.0								
SEN	2002											0.0								
SEN	2003											0.0								
SEN	2004											54.0								
SEN	2005											84.0								
SEN	2006											89.0								
SEN	2007											94.0								
SEN	2008											88.0								
SEN	2009											86.0								
SEN	2010											89.0								
SEN	2011											92.0								
SEN	2012											91.0								
SEN	2013											92.0								
SEN	2014											89.0								
SEN	2015						5.85					89.0								
SEN	2016											93.0								
SEN	2017											93.0								
SEN	2018											92.0								
SEN	2019											91.0								
SEN	2020						4.14					83.0								
SEN	2021											85.0								
SEN	2022	4755.0	10402.0	1.0	917427.0	2569.0		5.3	961.0	9.0	0.0	93.0	548.0	9633.0	9.0	129880.0	2861.0	0.7	1736.0	15.0
SEN	2023											92.0								
SEN	2024											91.0								
SGP	2000											97.0								
SGP	2001											95.0								
SGP	2002											95.0								
SGP	2003											95.0								
SGP	2004											94.0								
SGP	2005											96.0								
SGP	2006											95.0								
SGP	2007											96.0								
SGP	2008											97.0								
SGP	2009											96.0								
SGP	2010											96.0								
SGP	2011											96.0								
SGP	2012											97.0								
SGP	2013											97.0								
SGP	2014											96.0								
SGP	2015						1.55					96.0								
SGP	2016											96.0								
SGP	2017											96.0								
SGP	2018											97.0								
SGP	2019											97.0								
SGP	2020						1.405					97.0								
SGP	2021											97.0								
SGP	2022	1002.0	1629.0	1.0	130514.0	41.0		2.2	500.0	31.0	0.0	96.0	376.0	16737.0	95.0	18451.0	116.0	0.3	13547.0	46.0
SGP	2023											97.0								
SGP	2024											96.0								
SLB	2000											81.0								
SLB	2001											83.0								
SLB	2002											75.0								
SLB	2003											79.0								
SLB	2004											81.0								
SLB	2005											83.0								
SLB	2006											99.0								
SLB	2007											90.0								
SLB	2008											89.0								
SLB	2009											91.0								
SLB	2010											87.0								
SLB	2011											92.0								
SLB	2012											92.0								
SLB	2013											83.0								
SLB	2014											77.0								
SLB	2015						6.9					87.0								
SLB	2016											94.0								
SLB	2017											83.0								
SLB	2018											85.0								
SLB	2019											94.0								
SLB	2020						4.845					94.0								
SLB	2021											87.0								
SLB	2022	258.0	3430.0	6.0	60022.0	334.0		8.3	78.0	2.0	0.0	89.0	30.0	755.0	10.0	7293.0	191.0	1.0	0.0	0.0
SLB	2023											84.0								
SLB	2024											87.0								
SLE	2000											0.0								
SLE	2001											0.0								
SLE	2002											0.0								
SLE	2003											0.0								
SLE	2004											0.0								
SLE	2005											0.0								
SLE	2006											0.0								
SLE	2007											63.0								
SLE	2008											77.0								
SLE	2009											84.0								
SLE	2010											86.0								
SLE	2011											89.0								
SLE	2012											91.0								
SLE	2013											92.0								
SLE	2014											83.0								
SLE	2015						13.4					86.0								
SLE	2016											84.0								
SLE	2017											90.0								
SLE	2018											93.0								
SLE	2019											95.0								
SLE	2020						4.97					91.0								
SLE	2021											92.0								
SLE	2022	2199.0	4006.0	1.0	525971.0	2506.0		13.5	578.0	14.0	0.0	91.0	272.0	4787.0	9.0	64279.0	1422.0	0.7	874.0	16.0
SLE	2023											91.0								
SLE	2024											91.0								
SLV	2000											99.0								
SLV	2001											75.0								
SLV	2002											81.0								
SLV	2003											94.0								
SLV	2004											90.0								
SLV	2005											89.0								
SLV	2006											96.0								
SLV	2007											99.0								
SLV	2008											98.0								
SLV	2009											91.0								
SLV	2010											89.0								
SLV	2011											89.0								
SLV	2012											92.0								
SLV	2013											92.0								
SLV	2014											94.0								
SLV	2015						1.2					94.0								
SLV	2016											98.0								
SLV	2017											92.0								
SLV	2018											89.0								
SLV	2019											96.0								
SLV	2020						0.195					89.0								
SLV	2021											97.0								
SLV	2022	279.0	2915.0	5.0	55442.0	51.0		0.9	567.0	19.0	1.0	95.0	94.0	938.0	7.0	14771.0	74.0	0.2	29.0	3.0
SLV	2023											96.0								
SLV	2024											95.0								
SMR	2000											97.0								
SMR	2001											96.0								
SMR	2002											96.0								
SMR	2003											96.0								
SMR	2004											95.0								
SMR	2005											95.0								
SMR	2006											92.0								
SMR	2007											91.0								
SMR	2008											91.0								
SMR	2009											89.0								
SMR	2010											89.0								
SMR	2011											92.0								
SMR	2012											88.0								
SMR	2013											83.0								
SMR	2014											83.0								
SMR	2015						0.5					84.0								
SMR	2016											86.0								
SMR	2017											82.0								
SMR	2018											78.0								
SMR	2019											87.0								
SMR	2020						0.29500000000000004					89.0								
SMR	2021											90.0								
SMR	2022	1.0	49.0	31.0	158.0	0.0		0.5	15.0	30.0	9.0	91.0	1.0	50.0	69.0	102.0	1.0	0.3	68.0	59.0
SMR	2023											91.0								
SMR	2024											88.0								
SOM	2000											0.0								
SOM	2001											0.0								
SOM	2002											0.0								
SOM	2003											0.0								
SOM	2004											0.0								
SOM	2005											0.0								
SOM	2006											0.0								
